64,105,1350,1231,118,1546
64,102,1357,1231,122,1535
65,105,1350,1219,121,1520
64,110,1349,1185,117,1392
63,111,1296,1178,123,1243
65,110,1265,1158,122,1013
64,103,1264,1229,121,899
73,102,1343,1380,128,854
68,108,1326,1422,128,879
67,110,1353,1358,124,1072
64,117,1424,1335,125,1307
65,113,1421,1305,127,1443
62,112,1424,1309,128,1517
53,112,1447,1333,129,1552
57,113,1455,1328,127,1551
