66,113,1482,1410,132,1522
72,107,1475,1407,126,1521
64,105,1339,1221,126,1527
50,45,768,720,74,1523
33,0,442,471,39,1545
3,0,403,401,34,1487
8,0,496,490,48,1216
23,0,511,556,50,975
18,0,521,566,49,1031
23,0,533,573,48,1078
20,0,554,565,55,1358
46,42,893,720,80,1477
65,112,1457,1503,128,1506
75,119,1495,1530,130,1614
76,122,1514,1572,131,1611

