
7.27,-1.85,-8.09,0.10,-0.05,-0.14,812,859,890,873,938,1022
7.02,-1.67,-8.22,0.02,-0.07,-0.06,800,824,883,876,938,1017
7.12,-1.67,-8.21,-0.03,-0.16,0.10,800,850,883,877,923,1022
7.17,-1.87,-7.91,-0.06,-0.16,0.17,800,833,881,873,938,1018
7.28,-1.92,-7.72,-0.03,-0.30,0.31,800,833,882,872,908,1019
7.06,-1.57,-7.96,-0.19,-0.35,0.38,812,842,881,868,923,1016
7.31,-2.78,-7.68,-0.06,-0.61,0.60,825,885,879,859,923,1015
6.65,-2.25,-8.88,-0.09,-1.12,0.08,800,859,878,868,908,1011
6.48,-2.46,-8.74,-0.20,-0.40,0.07,812,868,879,869,801,1007
6.14,-2.07,-8.83,-0.17,-0.35,-0.01,800,877,879,872,908,1007
6.80,-2.44,-9.21,-0.05,-0.06,-0.01,837,868,877,872,908,1003
6.74,-2.49,-8.88,-0.20,-0.24,0.07,687,894,879,876,961,1004
6.70,-3.31,-9.19,-0.05,-0.25,-0.14,800,868,883,878,1000,1004
7.00,-2.73,-9.22,-0.36,-0.13,-0.25,837,868,879,875,908,1003
7.13,-3.05,-9.62,-0.21,-0.32,-0.50,887,859,881,873,938,1000
7.29,-2.27,-10.53,-0.43,-0.30,-0.61,837,859,867,872,900,998
6.86,-1.87,-11.27,-0.59,-0.21,-0.54,850,868,865,861,862,997
6.17,-1.16,-11.77,-1.12,-0.18,-0.85,837,859,853,840,854,997
6.57,0.09,-12.16,-1.30,0.37,-0.92,800,859,839,820,839,994
6.12,1.32,-12.01,-1.96,0.01,-1.37,925,850,802,767,755,985
6.44,2.87,-11.11,-2.11,0.09,-1.24,800,824,782,744,816,976
5.63,3.76,-10.25,-2.41,-0.92,-1.51,812,842,776,738,740,983
4.99,4.20,-9.30,-2.66,-1.15,-1.63,812,824,763,733,748,984
6.32,3.84,-8.33,-2.68,-1.29,-1.56,987,833,780,742,770,989
5.16,4.48,-8.15,-2.96,-1.59,-2.06,812,842,800,756,809,998
3.19,3.73,-6.45,-2.91,-1.07,-1.66,800,850,825,779,832,998
3.30,3.69,-8.14,-3.10,-0.44,-2.18,800,815,849,800,854,1005
-0.12,4.94,-6.71,-3.50,-0.73,-2.06,750,763,850,804,839,1004
-1.97,4.07,-6.63,-3.47,-1.56,-0.99,775,736,857,819,832,1009
-2.09,5.18,-4.23,-3.88,-1.80,0.34,800,728,860,838,854,1019
-0.28,4.69,1.00,-3.28,-2.09,1.71,800,745,868,850,854,1030
3.97,7.31,6.20,-2.28,-1.04,2.58,687,745,868,870,877,1041
9.15,8.28,9.32,-0.50,-0.35,1.31,775,754,865,874,854,1036
10.69,8.00,7.23,2.11,-0.31,-0.95,800,780,885,895,870,1041
9.42,5.37,1.29,2.77,1.69,-3.23,812,780,900,900,870,1038
0.71,6.19,-8.57,2.38,1.40,-4.62,862,798,897,906,877,1027
-9.73,6.15,-15.65,1.16,-1.09,-5.53,787,719,897,900,854,1015
-17.51,9.07,-11.25,-1.39,-0.44,-1.51,712,745,890,876,870,1022
-9.85,8.26,-6.13,-1.63,-0.54,4.42,737,763,874,870,854,1009
-0.65,6.43,-2.39,-1.76,-1.20,6.10,737,745,859,880,908,1022
6.16,5.91,0.86,-1.08,-1.31,5.46,787,728,853,892,885,1029
11.80,7.48,4.16,-1.17,-0.62,2.03,800,754,861,895,893,1033
11.87,8.18,6.07,-0.15,-0.97,-0.45,837,789,874,891,923,1046
9.35,7.70,5.67,1.05,0.56,-2.10,812,789,871,896,908,1046
4.36,7.77,0.55,1.96,0.54,-3.11,800,763,872,896,923,1043
1.01,6.69,-1.94,2.03,0.85,-2.97,800,736,867,891,900,1037
-0.64,7.62,-3.62,1.93,2.30,-2.04,812,728,875,894,916,1040
-1.70,7.12,-4.33,2.29,2.08,-1.53,875,736,871,890,885,1039
-1.50,7.05,-5.57,2.18,2.57,-0.80,812,745,872,890,923,1031
-0.96,5.56,-8.53,2.16,2.14,-0.01,862,745,874,887,969,1025
-1.59,5.90,-7.75,2.19,1.39,0.94,825,754,877,882,916,1032
-0.77,6.42,-7.09,2.18,1.21,1.91,850,798,861,856,893,1020
0.86,5.81,-5.84,1.94,1.20,3.31,800,798,860,819,893,1012
2.89,1.89,-6.45,2.96,0.25,4.06,812,850,860,836,900,1000
5.04,3.32,-9.82,2.08,0.52,2.35,837,859,860,828,900,994
