-7.72,3.47,-6.05,-0.20,0.51,0.57,875,956,995,964,877,817
-7.02,3.91,-5.75,-0.01,0.55,0.27,862,956,994,960,969,820
-7.17,3.97,-6.05,0.15,0.75,0.34,875,973,988,956,961,828
-6.45,3.94,-5.87,-0.03,0.96,0.63,875,947,985,948,969,831
-5.55,5.15,-6.51,0.05,1.07,0.53,875,982,976,950,977,839
-7.83,4.76,-8.15,-0.25,0.17,-0.17,875,973,983,941,954,843
-6.89,4.59,-7.61,-0.27,-0.33,0.15,850,938,974,939,954,847
-6.11,4.61,-6.56,-0.42,-0.47,0.12,912,947,972,930,938,849
-6.23,4.35,-5.87,-0.25,-0.50,0.07,887,938,965,932,931,849
-5.89,4.17,-6.04,-0.25,-0.11,0.40,887,964,963,931,954,851
-5.91,4.89,-6.28,-0.01,0.05,0.03,862,921,961,930,984,858
-6.13,4.47,-6.52,0.10,0.22,-0.13,850,938,962,927,969,858
-6.28,4.75,-6.14,0.03,0.25,0.08,862,921,958,927,977,863
-6.40,4.50,-6.43,0.21,-0.09,-0.16,812,947,956,922,954,868
-6.39,4.75,-6.89,0.20,-0.23,-0.11,875,938,954,925,946,871
-6.61,4.99,-7.13,0.19,-0.58,-0.20,850,894,952,921,954,871
-6.89,4.93,-7.39,-0.03,-0.36,0.02,875,903,951,925,961,872
-6.96,4.79,-7.07,-0.13,-0.46,0.06,687,938,953,919,938,871
-6.76,4.97,-6.70,-0.27,-0.26,0.20,862,921,952,921,938,866
-6.27,4.73,-5.94,-0.35,-0.21,0.30,875,859,950,921,977,860
-5.96,4.81,-5.65,-0.24,-0.28,0.13,912,964,952,916,954,855
-6.00,4.57,-5.71,-0.11,0.01,0.07,825,938,955,918,961,857
-6.13,4.90,-6.10,0.03,0.28,-0.09,887,947,939,914,969,858
-6.70,5.02,-5.89,0.03,0.35,-0.03,912,921,944,912,954,862
